ponto;O1intact_rock_strength;O2intact_rock_strength;O3intact_rock_strength;O4intact_rock_strength;O5intact_rock_strength;O6intact_rock_strength;O1weathering;O2weathering;O3weathering;O4weathering;O5weathering;O1discontinuity_spacing;O2discontinuity_spacing;O3discontinuity_spacing;O4discontinuity_spacing;O1discontinuity_persistence;O2discontinuity_persistence;O3discontinuity_persistence;O4discontinuity_persistence;O1discontinuity_aperture;O2discontinuity_aperture;O3discontinuity_aperture;O4discontinuity_aperture;N1presence_of_water;classification
3233;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_I
3234;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_I
3235;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_II
3236;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_II
3237;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_II
3238;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_II
3239;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;1;1;1;0;class_II
3240;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;1;1;1;0;class_II
3241;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3242;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3243;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;class_III
3244;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;class_III
3245;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;class_II
3246;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;class_II
3247;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3248;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3249;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;class_I
3250;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;class_I
3251;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;class_II
3252;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;class_II
3253;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;class_II
3254;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;class_II
3255;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;class_II
3256;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;class_II
3257;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;class_III
3258;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;class_III
3259;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;class_II
3260;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;class_II
3262;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3263;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3264;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_II
3265;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_II
3266;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3267;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3268;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_II
3269;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3270;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3271;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;class_II
3272;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;class_II
3273;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3274;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3275;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;class_II
3276;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;class_II
3277;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;class_I
3278;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;class_I
3279;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;class_I
3280;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;class_I
3281;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_II
3282;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_II
3283;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;class_II
3284;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;class_II
3285;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;1;0;class_II
3286;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;1;0;class_II
3287;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;class_I
3288;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;class_I
3289;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;0;class_I
3290;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;0;class_I
3291;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3292;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3293;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_II
3294;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_II
3295;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3296;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3297;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;class_II
3298;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;class_II
3300;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_II
3301;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_II
3302;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3303;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3304;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;class_I
3305;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;class_I
3306;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;class_I
3307;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;class_I
3308;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;class_II
3309;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;class_II
3310;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3311;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3312;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;class_II
3313;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;class_II
3315;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_I
3316;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_I
3319;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3320;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3321;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3322;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3323;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3324;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3325;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;class_II
3326;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;class_II
3329;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;class_II
3330;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;class_II
3331;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;class_II
3332;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;class_II
3333;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;class_II
3334;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;class_II
3337;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_II
3338;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_II
3340;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3341;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
3342;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3343;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3346;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;class_II
3347;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;class_II
3348;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;class_II
3349;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;class_II
3350;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_II
3351;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_II
3352;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3353;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3354;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3355;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3356;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;class_III
3357;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;class_III
3358;0;0;0;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_III
3359;0;0;0;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_III
3360;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_III
3361;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_III
3362;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3363;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3364;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;1;0;class_II
3365;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;1;0;class_II
3366;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3367;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3368;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_II
3369;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_II
3370;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3371;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3372;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_II
3373;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_II
3374;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3375;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3376;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;class_II
3377;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;class_II
3378;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3379;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3380;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;class_II
3381;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;class_II
3382;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;class_II
3383;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;class_II
3384;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3385;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3386;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;class_II
3387;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;class_II
3388;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;class_II
3389;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;class_II
3390;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3391;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3392;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;class_II
3393;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;class_II
3394;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;class_II
3395;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;class_II
3396;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;class_II
3397;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;class_II
3398;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3399;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3400;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3401;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3402;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;0;class_II
3403;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;0;class_II
3404;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0;class_II
3405;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0;class_II
3406;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;class_II
3407;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;class_II
3408;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3409;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3410;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3411;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3412;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;class_II
3413;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;class_II
3414;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;class_II
3415;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;class_II
3416;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_II
3417;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_II
3418;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_II
3419;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_II
3420;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;1;1;0;class_II
3421;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;1;1;0;class_II
3422;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_II
3423;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_II
3424;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;class_II
3425;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;class_II
3426;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_II
3427;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_II
3428;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3429;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3430;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;class_II
3431;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;class_II
3432;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3433;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3434;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;class_II
3435;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;class_II
3436;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3437;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3438;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;class_II
3439;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;class_II
3440;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3441;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3443;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3444;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3446;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_II
3447;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_II
3448;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;class_I
3449;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;class_I
3453;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_II
3454;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_II
3456;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3457;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3458;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3459;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3460;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;class_II
3461;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;class_II
3462;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;1;1;1;0;class_II
3463;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;1;1;1;0;class_II
3464;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;class_II
3465;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;class_II
3466;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;class_II
3467;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;class_II
3468;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;class_II
3469;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;class_II
3470;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;class_II
3471;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;class_II
3472;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;class_I
3473;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;class_I
3474;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3475;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3476;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3477;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;class_II
3478;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;class_II
3479;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3480;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
3481;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;class_II
3482;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;class_I
3483;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_II
3484;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_II
3487;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;0;class_II
3488;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;0;class_II
3489;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3490;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3491;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_II
3492;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_II
3494;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
3495;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
3496;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
3497;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
3498;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;class_II
3499;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3500;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
3501;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_II
3502;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0;class_I
